Id,Nome,Email,Telefone,Cidade,Estado,DataCadastro,Status
19165,Cliente 19165,cliente19165@email.com,(11) 919165-3685,São Paulo,SP,2024-02-16,Ativo
19166,Cliente 19166,cliente19166@email.com,(11) 919166-2395,São Paulo,SP,2024-10-18,Ativo
19167,Cliente 19167,cliente19167@email.com,(11) 919167-7273,São Paulo,SP,2024-08-22,Ativo
19168,Cliente 19168,cliente19168@email.com,(11) 919168-1613,São Paulo,SP,2024-03-26,Ativo
19169,Cliente 19169,cliente19169@email.com,(11) 919169-6164,São Paulo,SP,2024-02-12,Ativo
19170,Cliente 19170,cliente19170@email.com,(11) 919170-1768,São Paulo,SP,2024-05-08,Ativo
19171,Cliente 19171,cliente19171@email.com,(11) 919171-3558,São Paulo,SP,2024-09-22,Ativo
19172,Cliente 19172,cliente19172@email.com,(11) 919172-7343,São Paulo,SP,2024-06-09,Ativo
19173,Cliente 19173,cliente19173@email.com,(11) 919173-5241,São Paulo,SP,2024-07-06,Ativo
19174,Cliente 19174,cliente19174@email.com,(11) 919174-1676,São Paulo,SP,2024-04-13,Ativo
19175,Cliente 19175,cliente19175@email.com,(11) 919175-4757,São Paulo,SP,2024-06-07,Ativo
19176,Cliente 19176,cliente19176@email.com,(11) 919176-4707,São Paulo,SP,2024-02-18,Ativo
19177,Cliente 19177,cliente19177@email.com,(11) 919177-8372,São Paulo,SP,2024-03-13,Ativo
19178,Cliente 19178,cliente19178@email.com,(11) 919178-7684,São Paulo,SP,2024-05-20,Ativo
19179,Cliente 19179,cliente19179@email.com,(11) 919179-2137,São Paulo,SP,2024-03-23,Ativo
19180,Cliente 19180,cliente19180@email.com,(11) 919180-4199,São Paulo,SP,2024-07-07,Ativo
19181,Cliente 19181,cliente19181@email.com,(11) 919181-3505,São Paulo,SP,2024-01-02,Ativo
19182,Cliente 19182,cliente19182@email.com,(11) 919182-2379,São Paulo,SP,2024-10-06,Ativo
19183,Cliente 19183,cliente19183@email.com,(11) 919183-2593,São Paulo,SP,2024-08-25,Ativo
19184,Cliente 19184,cliente19184@email.com,(11) 919184-6986,São Paulo,SP,2024-11-03,Ativo
19185,Cliente 19185,cliente19185@email.com,(11) 919185-4096,São Paulo,SP,2024-04-22,Ativo
19186,Cliente 19186,cliente19186@email.com,(11) 919186-1883,São Paulo,SP,2024-08-12,Ativo
19187,Cliente 19187,cliente19187@email.com,(11) 919187-9293,São Paulo,SP,2024-02-19,Ativo
19188,Cliente 19188,cliente19188@email.com,(11) 919188-4939,São Paulo,SP,2024-05-11,Ativo
19189,Cliente 19189,cliente19189@email.com,(11) 919189-8814,São Paulo,SP,2024-11-14,Ativo
19190,Cliente 19190,cliente19190@email.com,(11) 919190-5400,São Paulo,SP,2024-01-14,Ativo
19191,Cliente 19191,cliente19191@email.com,(11) 919191-1790,São Paulo,SP,2024-07-03,Ativo
19192,Cliente 19192,cliente19192@email.com,(11) 919192-4557,São Paulo,SP,2024-03-25,Ativo
19193,Cliente 19193,cliente19193@email.com,(11) 919193-8526,São Paulo,SP,2024-02-17,Ativo
19194,Cliente 19194,cliente19194@email.com,(11) 919194-6371,São Paulo,SP,2024-04-15,Ativo
19195,Cliente 19195,cliente19195@email.com,(11) 919195-6838,São Paulo,SP,2024-07-02,Ativo
19196,Cliente 19196,cliente19196@email.com,(11) 919196-4495,São Paulo,SP,2024-11-05,Ativo
19197,Cliente 19197,cliente19197@email.com,(11) 919197-7264,São Paulo,SP,2024-05-13,Ativo
19198,Cliente 19198,cliente19198@email.com,(11) 919198-4256,São Paulo,SP,2024-11-17,Ativo
19199,Cliente 19199,cliente19199@email.com,(11) 919199-8663,São Paulo,SP,2024-06-12,Ativo
19200,Cliente 19200,cliente19200@email.com,(11) 919200-5689,São Paulo,SP,2024-10-07,Ativo
19201,Cliente 19201,cliente19201@email.com,(11) 919201-2761,São Paulo,SP,2024-03-12,Ativo
19202,Cliente 19202,cliente19202@email.com,(11) 919202-9822,São Paulo,SP,2024-04-11,Ativo
19203,Cliente 19203,cliente19203@email.com,(11) 919203-3319,São Paulo,SP,2024-06-21,Ativo
19204,Cliente 19204,cliente19204@email.com,(11) 919204-1349,São Paulo,SP,2024-09-14,Ativo
19205,Cliente 19205,cliente19205@email.com,(11) 919205-5297,São Paulo,SP,2024-05-27,Ativo
19206,Cliente 19206,cliente19206@email.com,(11) 919206-5174,São Paulo,SP,2024-08-07,Ativo
19207,Cliente 19207,cliente19207@email.com,(11) 919207-4735,São Paulo,SP,2024-07-02,Ativo
19208,Cliente 19208,cliente19208@email.com,(11) 919208-3798,São Paulo,SP,2024-11-27,Ativo
19209,Cliente 19209,cliente19209@email.com,(11) 919209-6707,São Paulo,SP,2024-04-04,Ativo
19210,Cliente 19210,cliente19210@email.com,(11) 919210-2373,São Paulo,SP,2024-10-06,Ativo
19211,Cliente 19211,cliente19211@email.com,(11) 919211-3649,São Paulo,SP,2024-05-08,Ativo
19212,Cliente 19212,cliente19212@email.com,(11) 919212-7383,São Paulo,SP,2024-05-22,Ativo
19213,Cliente 19213,cliente19213@email.com,(11) 919213-5072,São Paulo,SP,2024-05-12,Ativo
19214,Cliente 19214,cliente19214@email.com,(11) 919214-6294,São Paulo,SP,2024-07-15,Ativo
19215,Cliente 19215,cliente19215@email.com,(11) 919215-9603,São Paulo,SP,2024-04-01,Ativo
19216,Cliente 19216,cliente19216@email.com,(11) 919216-4909,São Paulo,SP,2024-02-27,Ativo
19217,Cliente 19217,cliente19217@email.com,(11) 919217-2269,São Paulo,SP,2024-11-06,Ativo
19218,Cliente 19218,cliente19218@email.com,(11) 919218-2572,São Paulo,SP,2024-11-09,Ativo
19219,Cliente 19219,cliente19219@email.com,(11) 919219-6226,São Paulo,SP,2024-02-12,Ativo
19220,Cliente 19220,cliente19220@email.com,(11) 919220-8422,São Paulo,SP,2024-02-26,Ativo
19221,Cliente 19221,cliente19221@email.com,(11) 919221-1361,São Paulo,SP,2024-07-25,Ativo
19222,Cliente 19222,cliente19222@email.com,(11) 919222-2774,São Paulo,SP,2024-08-12,Ativo
19223,Cliente 19223,cliente19223@email.com,(11) 919223-9798,São Paulo,SP,2024-01-05,Ativo
19224,Cliente 19224,cliente19224@email.com,(11) 919224-8142,São Paulo,SP,2024-03-13,Ativo
19225,Cliente 19225,cliente19225@email.com,(11) 919225-5345,São Paulo,SP,2024-06-18,Ativo
19226,Cliente 19226,cliente19226@email.com,(11) 919226-9707,São Paulo,SP,2024-01-26,Ativo
19227,Cliente 19227,cliente19227@email.com,(11) 919227-7258,São Paulo,SP,2024-03-20,Ativo
19228,Cliente 19228,cliente19228@email.com,(11) 919228-4051,São Paulo,SP,2024-10-07,Ativo
19229,Cliente 19229,cliente19229@email.com,(11) 919229-4660,São Paulo,SP,2024-11-04,Ativo
19230,Cliente 19230,cliente19230@email.com,(11) 919230-1020,São Paulo,SP,2024-10-02,Ativo
19231,Cliente 19231,cliente19231@email.com,(11) 919231-5205,São Paulo,SP,2024-11-06,Ativo
19232,Cliente 19232,cliente19232@email.com,(11) 919232-6957,São Paulo,SP,2024-11-20,Ativo
19233,Cliente 19233,cliente19233@email.com,(11) 919233-8766,São Paulo,SP,2024-02-25,Ativo
19234,Cliente 19234,cliente19234@email.com,(11) 919234-2827,São Paulo,SP,2024-07-08,Ativo
19235,Cliente 19235,cliente19235@email.com,(11) 919235-7887,São Paulo,SP,2024-03-22,Ativo
19236,Cliente 19236,cliente19236@email.com,(11) 919236-2661,São Paulo,SP,2024-08-11,Ativo
19237,Cliente 19237,cliente19237@email.com,(11) 919237-2928,São Paulo,SP,2024-01-20,Ativo
19238,Cliente 19238,cliente19238@email.com,(11) 919238-8888,São Paulo,SP,2024-06-22,Ativo
19239,Cliente 19239,cliente19239@email.com,(11) 919239-4830,São Paulo,SP,2024-03-16,Ativo
19240,Cliente 19240,cliente19240@email.com,(11) 919240-3385,São Paulo,SP,2024-06-22,Ativo
19241,Cliente 19241,cliente19241@email.com,(11) 919241-7424,São Paulo,SP,2024-01-09,Ativo
19242,Cliente 19242,cliente19242@email.com,(11) 919242-8172,São Paulo,SP,2024-03-04,Ativo
19243,Cliente 19243,cliente19243@email.com,(11) 919243-9483,São Paulo,SP,2024-02-23,Ativo
19244,Cliente 19244,cliente19244@email.com,(11) 919244-9196,São Paulo,SP,2024-07-12,Ativo
19245,Cliente 19245,cliente19245@email.com,(11) 919245-3708,São Paulo,SP,2024-10-07,Ativo
19246,Cliente 19246,cliente19246@email.com,(11) 919246-2617,São Paulo,SP,2024-09-21,Ativo
19247,Cliente 19247,cliente19247@email.com,(11) 919247-4988,São Paulo,SP,2024-04-03,Ativo
19248,Cliente 19248,cliente19248@email.com,(11) 919248-4687,São Paulo,SP,2024-02-27,Ativo
19249,Cliente 19249,cliente19249@email.com,(11) 919249-1050,São Paulo,SP,2024-09-19,Ativo
19250,Cliente 19250,cliente19250@email.com,(11) 919250-9865,São Paulo,SP,2024-06-09,Ativo
19251,Cliente 19251,cliente19251@email.com,(11) 919251-9066,São Paulo,SP,2024-05-09,Ativo
19252,Cliente 19252,cliente19252@email.com,(11) 919252-2391,São Paulo,SP,2024-07-24,Ativo
19253,Cliente 19253,cliente19253@email.com,(11) 919253-4034,São Paulo,SP,2024-08-21,Ativo
19254,Cliente 19254,cliente19254@email.com,(11) 919254-5647,São Paulo,SP,2024-07-05,Ativo
19255,Cliente 19255,cliente19255@email.com,(11) 919255-4158,São Paulo,SP,2024-11-04,Ativo
19256,Cliente 19256,cliente19256@email.com,(11) 919256-3321,São Paulo,SP,2024-07-22,Ativo
19257,Cliente 19257,cliente19257@email.com,(11) 919257-6202,São Paulo,SP,2024-07-02,Ativo
19258,Cliente 19258,cliente19258@email.com,(11) 919258-5620,São Paulo,SP,2024-04-02,Ativo
19259,Cliente 19259,cliente19259@email.com,(11) 919259-4910,São Paulo,SP,2024-02-03,Ativo
19260,Cliente 19260,cliente19260@email.com,(11) 919260-6379,São Paulo,SP,2024-09-02,Ativo
19261,Cliente 19261,cliente19261@email.com,(11) 919261-4785,São Paulo,SP,2024-10-16,Ativo
19262,Cliente 19262,cliente19262@email.com,(11) 919262-6352,São Paulo,SP,2024-04-23,Ativo
19263,Cliente 19263,cliente19263@email.com,(11) 919263-3747,São Paulo,SP,2024-05-17,Ativo
19264,Cliente 19264,cliente19264@email.com,(11) 919264-7978,São Paulo,SP,2024-11-15,Ativo
19265,Cliente 19265,cliente19265@email.com,(11) 919265-6652,São Paulo,SP,2024-05-15,Ativo
19266,Cliente 19266,cliente19266@email.com,(11) 919266-9719,São Paulo,SP,2024-09-25,Ativo
19267,Cliente 19267,cliente19267@email.com,(11) 919267-3390,São Paulo,SP,2024-04-27,Ativo
19268,Cliente 19268,cliente19268@email.com,(11) 919268-6063,São Paulo,SP,2024-05-06,Ativo
19269,Cliente 19269,cliente19269@email.com,(11) 919269-1488,São Paulo,SP,2024-02-09,Ativo
19270,Cliente 19270,cliente19270@email.com,(11) 919270-5043,São Paulo,SP,2024-09-14,Ativo
19271,Cliente 19271,cliente19271@email.com,(11) 919271-9633,São Paulo,SP,2024-06-07,Ativo
19272,Cliente 19272,cliente19272@email.com,(11) 919272-8245,São Paulo,SP,2024-11-21,Ativo
19273,Cliente 19273,cliente19273@email.com,(11) 919273-2104,São Paulo,SP,2024-04-07,Ativo
19274,Cliente 19274,cliente19274@email.com,(11) 919274-3374,São Paulo,SP,2024-10-03,Ativo
19275,Cliente 19275,cliente19275@email.com,(11) 919275-2285,São Paulo,SP,2024-06-22,Ativo
19276,Cliente 19276,cliente19276@email.com,(11) 919276-9062,São Paulo,SP,2024-09-13,Ativo
19277,Cliente 19277,cliente19277@email.com,(11) 919277-6478,São Paulo,SP,2024-01-21,Ativo
19278,Cliente 19278,cliente19278@email.com,(11) 919278-9296,São Paulo,SP,2024-04-14,Ativo
19279,Cliente 19279,cliente19279@email.com,(11) 919279-6116,São Paulo,SP,2024-07-27,Ativo
19280,Cliente 19280,cliente19280@email.com,(11) 919280-2923,São Paulo,SP,2024-06-18,Ativo
19281,Cliente 19281,cliente19281@email.com,(11) 919281-5950,São Paulo,SP,2024-10-03,Ativo
19282,Cliente 19282,cliente19282@email.com,(11) 919282-8549,São Paulo,SP,2024-09-20,Ativo
19283,Cliente 19283,cliente19283@email.com,(11) 919283-7906,São Paulo,SP,2024-03-17,Ativo
19284,Cliente 19284,cliente19284@email.com,(11) 919284-2649,São Paulo,SP,2024-01-25,Ativo
19285,Cliente 19285,cliente19285@email.com,(11) 919285-5045,São Paulo,SP,2024-03-01,Ativo
19286,Cliente 19286,cliente19286@email.com,(11) 919286-4139,São Paulo,SP,2024-04-12,Ativo
19287,Cliente 19287,cliente19287@email.com,(11) 919287-7528,São Paulo,SP,2024-11-12,Ativo
19288,Cliente 19288,cliente19288@email.com,(11) 919288-2523,São Paulo,SP,2024-02-13,Ativo
19289,Cliente 19289,cliente19289@email.com,(11) 919289-3351,São Paulo,SP,2024-01-02,Ativo
19290,Cliente 19290,cliente19290@email.com,(11) 919290-8990,São Paulo,SP,2024-11-08,Ativo
19291,Cliente 19291,cliente19291@email.com,(11) 919291-1823,São Paulo,SP,2024-03-08,Ativo
19292,Cliente 19292,cliente19292@email.com,(11) 919292-9545,São Paulo,SP,2024-03-24,Ativo
19293,Cliente 19293,cliente19293@email.com,(11) 919293-6378,São Paulo,SP,2024-08-02,Ativo
19294,Cliente 19294,cliente19294@email.com,(11) 919294-8091,São Paulo,SP,2024-08-06,Ativo
19295,Cliente 19295,cliente19295@email.com,(11) 919295-9316,São Paulo,SP,2024-06-15,Ativo
19296,Cliente 19296,cliente19296@email.com,(11) 919296-2634,São Paulo,SP,2024-03-14,Ativo
19297,Cliente 19297,cliente19297@email.com,(11) 919297-8183,São Paulo,SP,2024-11-03,Ativo
19298,Cliente 19298,cliente19298@email.com,(11) 919298-2524,São Paulo,SP,2024-07-21,Ativo
19299,Cliente 19299,cliente19299@email.com,(11) 919299-7794,São Paulo,SP,2024-11-09,Ativo
19300,Cliente 19300,cliente19300@email.com,(11) 919300-9367,São Paulo,SP,2024-03-08,Ativo
19301,Cliente 19301,cliente19301@email.com,(11) 919301-4180,São Paulo,SP,2024-10-10,Ativo
19302,Cliente 19302,cliente19302@email.com,(11) 919302-9290,São Paulo,SP,2024-03-04,Ativo
19303,Cliente 19303,cliente19303@email.com,(11) 919303-8114,São Paulo,SP,2024-08-09,Ativo
19304,Cliente 19304,cliente19304@email.com,(11) 919304-2052,São Paulo,SP,2024-10-22,Ativo
19305,Cliente 19305,cliente19305@email.com,(11) 919305-6558,São Paulo,SP,2024-11-04,Ativo
19306,Cliente 19306,cliente19306@email.com,(11) 919306-7460,São Paulo,SP,2024-04-01,Ativo
19307,Cliente 19307,cliente19307@email.com,(11) 919307-1303,São Paulo,SP,2024-05-27,Ativo
19308,Cliente 19308,cliente19308@email.com,(11) 919308-6702,São Paulo,SP,2024-08-08,Ativo
19309,Cliente 19309,cliente19309@email.com,(11) 919309-8269,São Paulo,SP,2024-03-19,Ativo
19310,Cliente 19310,cliente19310@email.com,(11) 919310-8012,São Paulo,SP,2024-01-25,Ativo
19311,Cliente 19311,cliente19311@email.com,(11) 919311-9166,São Paulo,SP,2024-10-14,Ativo
19312,Cliente 19312,cliente19312@email.com,(11) 919312-7390,São Paulo,SP,2024-09-08,Ativo
19313,Cliente 19313,cliente19313@email.com,(11) 919313-8924,São Paulo,SP,2024-04-13,Ativo
19314,Cliente 19314,cliente19314@email.com,(11) 919314-8735,São Paulo,SP,2024-02-02,Ativo
19315,Cliente 19315,cliente19315@email.com,(11) 919315-3480,São Paulo,SP,2024-10-17,Ativo
19316,Cliente 19316,cliente19316@email.com,(11) 919316-8319,São Paulo,SP,2024-03-07,Ativo
19317,Cliente 19317,cliente19317@email.com,(11) 919317-2574,São Paulo,SP,2024-04-06,Ativo
19318,Cliente 19318,cliente19318@email.com,(11) 919318-9767,São Paulo,SP,2024-10-03,Ativo
19319,Cliente 19319,cliente19319@email.com,(11) 919319-3915,São Paulo,SP,2024-01-07,Ativo
19320,Cliente 19320,cliente19320@email.com,(11) 919320-5142,São Paulo,SP,2024-05-21,Ativo
19321,Cliente 19321,cliente19321@email.com,(11) 919321-6691,São Paulo,SP,2024-09-27,Ativo
19322,Cliente 19322,cliente19322@email.com,(11) 919322-2819,São Paulo,SP,2024-01-15,Ativo
19323,Cliente 19323,cliente19323@email.com,(11) 919323-2444,São Paulo,SP,2024-05-05,Ativo
19324,Cliente 19324,cliente19324@email.com,(11) 919324-2818,São Paulo,SP,2024-04-19,Ativo
19325,Cliente 19325,cliente19325@email.com,(11) 919325-1447,São Paulo,SP,2024-07-20,Ativo
19326,Cliente 19326,cliente19326@email.com,(11) 919326-7251,São Paulo,SP,2024-06-16,Ativo
19327,Cliente 19327,cliente19327@email.com,(11) 919327-9110,São Paulo,SP,2024-06-11,Ativo
19328,Cliente 19328,cliente19328@email.com,(11) 919328-4669,São Paulo,SP,2024-03-19,Ativo
19329,Cliente 19329,cliente19329@email.com,(11) 919329-1499,São Paulo,SP,2024-03-11,Ativo
19330,Cliente 19330,cliente19330@email.com,(11) 919330-5200,São Paulo,SP,2024-08-23,Ativo
19331,Cliente 19331,cliente19331@email.com,(11) 919331-8255,São Paulo,SP,2024-10-15,Ativo
19332,Cliente 19332,cliente19332@email.com,(11) 919332-7659,São Paulo,SP,2024-10-06,Ativo
19333,Cliente 19333,cliente19333@email.com,(11) 919333-4988,São Paulo,SP,2024-08-22,Ativo
19334,Cliente 19334,cliente19334@email.com,(11) 919334-3657,São Paulo,SP,2024-07-22,Ativo
19335,Cliente 19335,cliente19335@email.com,(11) 919335-8289,São Paulo,SP,2024-07-05,Ativo
19336,Cliente 19336,cliente19336@email.com,(11) 919336-1141,São Paulo,SP,2024-02-25,Ativo
19337,Cliente 19337,cliente19337@email.com,(11) 919337-3099,São Paulo,SP,2024-08-21,Ativo
19338,Cliente 19338,cliente19338@email.com,(11) 919338-5646,São Paulo,SP,2024-04-19,Ativo
19339,Cliente 19339,cliente19339@email.com,(11) 919339-7639,São Paulo,SP,2024-09-18,Ativo
19340,Cliente 19340,cliente19340@email.com,(11) 919340-5246,São Paulo,SP,2024-09-26,Ativo
19341,Cliente 19341,cliente19341@email.com,(11) 919341-4838,São Paulo,SP,2024-07-26,Ativo
19342,Cliente 19342,cliente19342@email.com,(11) 919342-7254,São Paulo,SP,2024-01-10,Ativo
19343,Cliente 19343,cliente19343@email.com,(11) 919343-8965,São Paulo,SP,2024-11-24,Ativo
19344,Cliente 19344,cliente19344@email.com,(11) 919344-3483,São Paulo,SP,2024-01-25,Ativo
19345,Cliente 19345,cliente19345@email.com,(11) 919345-4080,São Paulo,SP,2024-11-17,Ativo
19346,Cliente 19346,cliente19346@email.com,(11) 919346-6176,São Paulo,SP,2024-06-19,Ativo
19347,Cliente 19347,cliente19347@email.com,(11) 919347-2076,São Paulo,SP,2024-08-23,Ativo
19348,Cliente 19348,cliente19348@email.com,(11) 919348-5351,São Paulo,SP,2024-01-27,Ativo
19349,Cliente 19349,cliente19349@email.com,(11) 919349-3647,São Paulo,SP,2024-06-09,Ativo
19350,Cliente 19350,cliente19350@email.com,(11) 919350-3351,São Paulo,SP,2024-03-06,Ativo
19351,Cliente 19351,cliente19351@email.com,(11) 919351-6093,São Paulo,SP,2024-08-16,Ativo
19352,Cliente 19352,cliente19352@email.com,(11) 919352-3013,São Paulo,SP,2024-06-19,Ativo
19353,Cliente 19353,cliente19353@email.com,(11) 919353-1847,São Paulo,SP,2024-03-05,Ativo
19354,Cliente 19354,cliente19354@email.com,(11) 919354-3158,São Paulo,SP,2024-01-06,Ativo
19355,Cliente 19355,cliente19355@email.com,(11) 919355-9854,São Paulo,SP,2024-06-19,Ativo
19356,Cliente 19356,cliente19356@email.com,(11) 919356-8138,São Paulo,SP,2024-10-21,Ativo
19357,Cliente 19357,cliente19357@email.com,(11) 919357-9895,São Paulo,SP,2024-04-12,Ativo
19358,Cliente 19358,cliente19358@email.com,(11) 919358-3726,São Paulo,SP,2024-09-08,Ativo
19359,Cliente 19359,cliente19359@email.com,(11) 919359-6019,São Paulo,SP,2024-06-07,Ativo
19360,Cliente 19360,cliente19360@email.com,(11) 919360-9240,São Paulo,SP,2024-06-20,Ativo
19361,Cliente 19361,cliente19361@email.com,(11) 919361-7450,São Paulo,SP,2024-07-25,Ativo
19362,Cliente 19362,cliente19362@email.com,(11) 919362-4682,São Paulo,SP,2024-02-25,Ativo
19363,Cliente 19363,cliente19363@email.com,(11) 919363-7010,São Paulo,SP,2024-01-26,Ativo
19364,Cliente 19364,cliente19364@email.com,(11) 919364-4831,São Paulo,SP,2024-04-04,Ativo
19365,Cliente 19365,cliente19365@email.com,(11) 919365-4912,São Paulo,SP,2024-06-18,Ativo
19366,Cliente 19366,cliente19366@email.com,(11) 919366-8743,São Paulo,SP,2024-05-05,Ativo
19367,Cliente 19367,cliente19367@email.com,(11) 919367-4566,São Paulo,SP,2024-11-10,Ativo
19368,Cliente 19368,cliente19368@email.com,(11) 919368-4316,São Paulo,SP,2024-11-04,Ativo
19369,Cliente 19369,cliente19369@email.com,(11) 919369-9227,São Paulo,SP,2024-11-04,Ativo
19370,Cliente 19370,cliente19370@email.com,(11) 919370-3355,São Paulo,SP,2024-08-07,Ativo
19371,Cliente 19371,cliente19371@email.com,(11) 919371-8995,São Paulo,SP,2024-02-10,Ativo
19372,Cliente 19372,cliente19372@email.com,(11) 919372-9823,São Paulo,SP,2024-10-12,Ativo
19373,Cliente 19373,cliente19373@email.com,(11) 919373-2674,São Paulo,SP,2024-03-13,Ativo
19374,Cliente 19374,cliente19374@email.com,(11) 919374-7543,São Paulo,SP,2024-11-06,Ativo
19375,Cliente 19375,cliente19375@email.com,(11) 919375-3143,São Paulo,SP,2024-11-11,Ativo
19376,Cliente 19376,cliente19376@email.com,(11) 919376-1968,São Paulo,SP,2024-03-14,Ativo
19377,Cliente 19377,cliente19377@email.com,(11) 919377-8582,São Paulo,SP,2024-01-09,Ativo
19378,Cliente 19378,cliente19378@email.com,(11) 919378-9724,São Paulo,SP,2024-10-17,Ativo
19379,Cliente 19379,cliente19379@email.com,(11) 919379-5597,São Paulo,SP,2024-03-04,Ativo
19380,Cliente 19380,cliente19380@email.com,(11) 919380-3127,São Paulo,SP,2024-02-12,Ativo
19381,Cliente 19381,cliente19381@email.com,(11) 919381-3048,São Paulo,SP,2024-01-23,Ativo
19382,Cliente 19382,cliente19382@email.com,(11) 919382-9747,São Paulo,SP,2024-10-02,Ativo
19383,Cliente 19383,cliente19383@email.com,(11) 919383-3763,São Paulo,SP,2024-08-10,Ativo
19384,Cliente 19384,cliente19384@email.com,(11) 919384-4296,São Paulo,SP,2024-08-04,Ativo
19385,Cliente 19385,cliente19385@email.com,(11) 919385-8392,São Paulo,SP,2024-05-15,Ativo
19386,Cliente 19386,cliente19386@email.com,(11) 919386-7088,São Paulo,SP,2024-10-12,Ativo
19387,Cliente 19387,cliente19387@email.com,(11) 919387-5280,São Paulo,SP,2024-06-09,Ativo
19388,Cliente 19388,cliente19388@email.com,(11) 919388-3745,São Paulo,SP,2024-07-10,Ativo
19389,Cliente 19389,cliente19389@email.com,(11) 919389-8161,São Paulo,SP,2024-11-02,Ativo
19390,Cliente 19390,cliente19390@email.com,(11) 919390-4049,São Paulo,SP,2024-11-23,Ativo
19391,Cliente 19391,cliente19391@email.com,(11) 919391-2551,São Paulo,SP,2024-03-21,Ativo
19392,Cliente 19392,cliente19392@email.com,(11) 919392-5418,São Paulo,SP,2024-09-14,Ativo
19393,Cliente 19393,cliente19393@email.com,(11) 919393-5427,São Paulo,SP,2024-02-03,Ativo
19394,Cliente 19394,cliente19394@email.com,(11) 919394-4255,São Paulo,SP,2024-05-07,Ativo
19395,Cliente 19395,cliente19395@email.com,(11) 919395-2715,São Paulo,SP,2024-08-10,Ativo
19396,Cliente 19396,cliente19396@email.com,(11) 919396-3732,São Paulo,SP,2024-06-24,Ativo
19397,Cliente 19397,cliente19397@email.com,(11) 919397-4980,São Paulo,SP,2024-11-19,Ativo
19398,Cliente 19398,cliente19398@email.com,(11) 919398-3426,São Paulo,SP,2024-08-08,Ativo
19399,Cliente 19399,cliente19399@email.com,(11) 919399-8379,São Paulo,SP,2024-02-05,Ativo
19400,Cliente 19400,cliente19400@email.com,(11) 919400-6144,São Paulo,SP,2024-05-11,Ativo
19401,Cliente 19401,cliente19401@email.com,(11) 919401-8499,São Paulo,SP,2024-08-14,Ativo
19402,Cliente 19402,cliente19402@email.com,(11) 919402-9328,São Paulo,SP,2024-09-25,Ativo
19403,Cliente 19403,cliente19403@email.com,(11) 919403-4720,São Paulo,SP,2024-09-12,Ativo
19404,Cliente 19404,cliente19404@email.com,(11) 919404-7150,São Paulo,SP,2024-03-04,Ativo
19405,Cliente 19405,cliente19405@email.com,(11) 919405-8553,São Paulo,SP,2024-11-25,Ativo
19406,Cliente 19406,cliente19406@email.com,(11) 919406-1909,São Paulo,SP,2024-02-26,Ativo
19407,Cliente 19407,cliente19407@email.com,(11) 919407-7038,São Paulo,SP,2024-02-11,Ativo
19408,Cliente 19408,cliente19408@email.com,(11) 919408-5869,São Paulo,SP,2024-01-08,Ativo
19409,Cliente 19409,cliente19409@email.com,(11) 919409-9976,São Paulo,SP,2024-10-03,Ativo
19410,Cliente 19410,cliente19410@email.com,(11) 919410-4517,São Paulo,SP,2024-01-14,Ativo
19411,Cliente 19411,cliente19411@email.com,(11) 919411-7592,São Paulo,SP,2024-04-12,Ativo
19412,Cliente 19412,cliente19412@email.com,(11) 919412-2592,São Paulo,SP,2024-04-10,Ativo
19413,Cliente 19413,cliente19413@email.com,(11) 919413-2990,São Paulo,SP,2024-10-16,Ativo
19414,Cliente 19414,cliente19414@email.com,(11) 919414-6181,São Paulo,SP,2024-01-20,Ativo
19415,Cliente 19415,cliente19415@email.com,(11) 919415-8474,São Paulo,SP,2024-06-10,Ativo
19416,Cliente 19416,cliente19416@email.com,(11) 919416-5617,São Paulo,SP,2024-03-09,Ativo
19417,Cliente 19417,cliente19417@email.com,(11) 919417-6923,São Paulo,SP,2024-05-02,Ativo
19418,Cliente 19418,cliente19418@email.com,(11) 919418-9073,São Paulo,SP,2024-01-03,Ativo
19419,Cliente 19419,cliente19419@email.com,(11) 919419-3224,São Paulo,SP,2024-01-08,Ativo
19420,Cliente 19420,cliente19420@email.com,(11) 919420-6801,São Paulo,SP,2024-03-12,Ativo
19421,Cliente 19421,cliente19421@email.com,(11) 919421-9884,São Paulo,SP,2024-07-06,Ativo
19422,Cliente 19422,cliente19422@email.com,(11) 919422-9705,São Paulo,SP,2024-05-01,Ativo
19423,Cliente 19423,cliente19423@email.com,(11) 919423-9618,São Paulo,SP,2024-01-13,Ativo
19424,Cliente 19424,cliente19424@email.com,(11) 919424-4813,São Paulo,SP,2024-10-19,Ativo
19425,Cliente 19425,cliente19425@email.com,(11) 919425-9180,São Paulo,SP,2024-08-13,Ativo
19426,Cliente 19426,cliente19426@email.com,(11) 919426-4489,São Paulo,SP,2024-09-07,Ativo
19427,Cliente 19427,cliente19427@email.com,(11) 919427-8441,São Paulo,SP,2024-02-26,Ativo
19428,Cliente 19428,cliente19428@email.com,(11) 919428-6893,São Paulo,SP,2024-04-14,Ativo
19429,Cliente 19429,cliente19429@email.com,(11) 919429-2082,São Paulo,SP,2024-11-15,Ativo
19430,Cliente 19430,cliente19430@email.com,(11) 919430-8722,São Paulo,SP,2024-09-22,Ativo
19431,Cliente 19431,cliente19431@email.com,(11) 919431-1572,São Paulo,SP,2024-04-17,Ativo
19432,Cliente 19432,cliente19432@email.com,(11) 919432-5238,São Paulo,SP,2024-02-03,Ativo
